n,e*log(n),n,e*log(n) <= n
6.8670,5.2374,6.8670,Si
6.8680,5.2378,6.8680,Si
6.8690,5.2382,6.8690,Si
6.8700,5.2386,6.8700,Si
6.8710,5.2390,6.8710,Si
6.8720,5.2394,6.8720,Si
6.8730,5.2398,6.8730,Si
6.8740,5.2402,6.8740,Si
6.8750,5.2406,6.8750,Si
6.8760,5.2409,6.8760,Si
6.8770,5.2413,6.8770,Si
6.8780,5.2417,6.8780,Si
6.8790,5.2421,6.8790,Si
6.8800,5.2425,6.8800,Si
6.8810,5.2429,6.8810,Si
6.8820,5.2433,6.8820,Si
6.8830,5.2437,6.8830,Si
6.8840,5.2441,6.8840,Si
6.8850,5.2445,6.8850,Si
6.8860,5.2449,6.8860,Si
6.8870,5.2453,6.8870,Si
6.8880,5.2457,6.8880,Si
6.8890,5.2461,6.8890,Si
6.8900,5.2465,6.8900,Si
6.8910,5.2469,6.8910,Si
6.8920,5.2473,6.8920,Si
6.8930,5.2477,6.8930,Si
6.8940,5.2481,6.8940,Si
6.8950,5.2484,6.8950,Si
6.8960,5.2488,6.8960,Si
6.8970,5.2492,6.8970,Si
6.8980,5.2496,6.8980,Si
6.8990,5.2500,6.8990,Si
6.9000,5.2504,6.9000,Si
6.9010,5.2508,6.9010,Si
6.9020,5.2512,6.9020,Si
6.9030,5.2516,6.9030,Si
6.9040,5.2520,6.9040,Si
6.9050,5.2524,6.9050,Si
6.9060,5.2528,6.9060,Si
6.9070,5.2532,6.9070,Si
6.9080,5.2536,6.9080,Si
6.9090,5.2540,6.9090,Si
6.9100,5.2544,6.9100,Si
6.9110,5.2547,6.9110,Si
6.9120,5.2551,6.9120,Si
6.9130,5.2555,6.9130,Si
6.9140,5.2559,6.9140,Si
6.9150,5.2563,6.9150,Si
6.9160,5.2567,6.9160,Si
6.9170,5.2571,6.9170,Si
6.9180,5.2575,6.9180,Si
6.9190,5.2579,6.9190,Si
6.9200,5.2583,6.9200,Si
6.9210,5.2587,6.9210,Si
6.9220,5.2591,6.9220,Si
6.9230,5.2595,6.9230,Si
6.9240,5.2599,6.9240,Si
6.9250,5.2603,6.9250,Si
6.9260,5.2606,6.9260,Si
6.9270,5.2610,6.9270,Si
6.9280,5.2614,6.9280,Si
6.9290,5.2618,6.9290,Si
6.9300,5.2622,6.9300,Si
6.9310,5.2626,6.9310,Si
6.9320,5.2630,6.9320,Si
6.9330,5.2634,6.9330,Si
6.9340,5.2638,6.9340,Si
6.9350,5.2642,6.9350,Si
6.9360,5.2646,6.9360,Si
6.9370,5.2650,6.9370,Si
6.9380,5.2653,6.9380,Si
6.9390,5.2657,6.9390,Si
6.9400,5.2661,6.9400,Si
6.9410,5.2665,6.9410,Si
6.9420,5.2669,6.9420,Si
6.9430,5.2673,6.9430,Si
6.9440,5.2677,6.9440,Si
6.9450,5.2681,6.9450,Si
6.9460,5.2685,6.9460,Si
6.9470,5.2689,6.9470,Si
6.9480,5.2693,6.9480,Si
6.9490,5.2697,6.9490,Si
6.9500,5.2700,6.9500,Si
6.9510,5.2704,6.9510,Si
6.9520,5.2708,6.9520,Si
6.9530,5.2712,6.9530,Si
6.9540,5.2716,6.9540,Si
6.9550,5.2720,6.9550,Si
6.9560,5.2724,6.9560,Si
6.9570,5.2728,6.9570,Si
6.9580,5.2732,6.9580,Si
6.9590,5.2736,6.9590,Si
6.9600,5.2740,6.9600,Si
6.9610,5.2743,6.9610,Si
6.9620,5.2747,6.9620,Si
6.9630,5.2751,6.9630,Si
6.9640,5.2755,6.9640,Si
6.9650,5.2759,6.9650,Si
6.9660,5.2763,6.9660,Si
6.9670,5.2767,6.9670,Si
6.9680,5.2771,6.9680,Si
6.9690,5.2775,6.9690,Si
6.9700,5.2779,6.9700,Si
6.9710,5.2782,6.9710,Si
6.9720,5.2786,6.9720,Si
6.9730,5.2790,6.9730,Si
6.9740,5.2794,6.9740,Si
6.9750,5.2798,6.9750,Si
6.9760,5.2802,6.9760,Si
6.9770,5.2806,6.9770,Si
6.9780,5.2810,6.9780,Si
6.9790,5.2814,6.9790,Si
6.9800,5.2818,6.9800,Si
6.9810,5.2821,6.9810,Si
6.9820,5.2825,6.9820,Si
6.9830,5.2829,6.9830,Si
6.9840,5.2833,6.9840,Si
6.9850,5.2837,6.9850,Si
6.9860,5.2841,6.9860,Si
6.9870,5.2845,6.9870,Si
6.9880,5.2849,6.9880,Si
6.9890,5.2853,6.9890,Si
6.9900,5.2856,6.9900,Si
6.9910,5.2860,6.9910,Si
6.9920,5.2864,6.9920,Si
6.9930,5.2868,6.9930,Si
6.9940,5.2872,6.9940,Si
6.9950,5.2876,6.9950,Si
6.9960,5.2880,6.9960,Si
6.9970,5.2884,6.9970,Si
6.9980,5.2888,6.9980,Si
6.9990,5.2891,6.9990,Si
7.0000,5.2895,7.0000,Si
7.0010,5.2899,7.0010,Si
7.0020,5.2903,7.0020,Si
7.0030,5.2907,7.0030,Si
7.0040,5.2911,7.0040,Si
7.0050,5.2915,7.0050,Si
7.0060,5.2919,7.0060,Si
7.0070,5.2922,7.0070,Si
7.0080,5.2926,7.0080,Si
7.0090,5.2930,7.0090,Si
7.0100,5.2934,7.0100,Si
7.0110,5.2938,7.0110,Si
7.0120,5.2942,7.0120,Si
7.0130,5.2946,7.0130,Si
7.0140,5.2950,7.0140,Si
7.0150,5.2954,7.0150,Si
7.0160,5.2957,7.0160,Si
7.0170,5.2961,7.0170,Si
7.0180,5.2965,7.0180,Si
7.0190,5.2969,7.0190,Si
7.0200,5.2973,7.0200,Si
7.0210,5.2977,7.0210,Si
7.0220,5.2981,7.0220,Si
7.0230,5.2984,7.0230,Si
7.0240,5.2988,7.0240,Si
7.0250,5.2992,7.0250,Si
7.0260,5.2996,7.0260,Si
7.0270,5.3000,7.0270,Si
7.0280,5.3004,7.0280,Si
7.0290,5.3008,7.0290,Si
7.0300,5.3012,7.0300,Si
7.0310,5.3015,7.0310,Si
7.0320,5.3019,7.0320,Si
7.0330,5.3023,7.0330,Si
7.0340,5.3027,7.0340,Si
7.0350,5.3031,7.0350,Si
7.0360,5.3035,7.0360,Si
7.0370,5.3039,7.0370,Si
7.0380,5.3042,7.0380,Si
7.0390,5.3046,7.0390,Si
7.0400,5.3050,7.0400,Si
7.0410,5.3054,7.0410,Si
7.0420,5.3058,7.0420,Si
7.0430,5.3062,7.0430,Si
7.0440,5.3066,7.0440,Si
7.0450,5.3070,7.0450,Si
7.0460,5.3073,7.0460,Si
7.0470,5.3077,7.0470,Si
7.0480,5.3081,7.0480,Si
7.0490,5.3085,7.0490,Si
7.0500,5.3089,7.0500,Si
7.0510,5.3093,7.0510,Si
7.0520,5.3097,7.0520,Si
7.0530,5.3100,7.0530,Si
7.0540,5.3104,7.0540,Si
7.0550,5.3108,7.0550,Si
7.0560,5.3112,7.0560,Si
7.0570,5.3116,7.0570,Si
7.0580,5.3120,7.0580,Si
7.0590,5.3123,7.0590,Si
7.0600,5.3127,7.0600,Si
7.0610,5.3131,7.0610,Si
7.0620,5.3135,7.0620,Si
7.0630,5.3139,7.0630,Si
7.0640,5.3143,7.0640,Si
7.0650,5.3147,7.0650,Si
7.0660,5.3150,7.0660,Si
7.0670,5.3154,7.0670,Si
7.0680,5.3158,7.0680,Si
7.0690,5.3162,7.0690,Si
7.0700,5.3166,7.0700,Si
7.0710,5.3170,7.0710,Si
7.0720,5.3173,7.0720,Si
7.0730,5.3177,7.0730,Si
7.0740,5.3181,7.0740,Si
7.0750,5.3185,7.0750,Si
7.0760,5.3189,7.0760,Si
7.0770,5.3193,7.0770,Si
7.0780,5.3197,7.0780,Si
7.0790,5.3200,7.0790,Si
7.0800,5.3204,7.0800,Si
7.0810,5.3208,7.0810,Si
7.0820,5.3212,7.0820,Si
7.0830,5.3216,7.0830,Si
7.0840,5.3220,7.0840,Si
7.0850,5.3223,7.0850,Si
7.0860,5.3227,7.0860,Si
7.0870,5.3231,7.0870,Si
7.0880,5.3235,7.0880,Si
7.0890,5.3239,7.0890,Si
7.0900,5.3243,7.0900,Si
7.0910,5.3246,7.0910,Si
7.0920,5.3250,7.0920,Si
7.0930,5.3254,7.0930,Si
7.0940,5.3258,7.0940,Si
7.0950,5.3262,7.0950,Si
7.0960,5.3266,7.0960,Si
7.0970,5.3269,7.0970,Si
7.0980,5.3273,7.0980,Si
7.0990,5.3277,7.0990,Si
7.1000,5.3281,7.1000,Si
7.1010,5.3285,7.1010,Si
7.1020,5.3289,7.1020,Si
7.1030,5.3292,7.1030,Si
7.1040,5.3296,7.1040,Si
7.1050,5.3300,7.1050,Si
7.1060,5.3304,7.1060,Si
7.1070,5.3308,7.1070,Si
7.1080,5.3312,7.1080,Si
7.1090,5.3315,7.1090,Si
7.1100,5.3319,7.1100,Si
7.1110,5.3323,7.1110,Si
7.1120,5.3327,7.1120,Si
7.1130,5.3331,7.1130,Si
7.1140,5.3334,7.1140,Si
7.1150,5.3338,7.1150,Si
7.1160,5.3342,7.1160,Si
7.1170,5.3346,7.1170,Si
7.1180,5.3350,7.1180,Si
7.1190,5.3354,7.1190,Si
7.1200,5.3357,7.1200,Si
7.1210,5.3361,7.1210,Si
7.1220,5.3365,7.1220,Si
7.1230,5.3369,7.1230,Si
7.1240,5.3373,7.1240,Si
7.1250,5.3376,7.1250,Si
7.1260,5.3380,7.1260,Si
7.1270,5.3384,7.1270,Si
7.1280,5.3388,7.1280,Si
7.1290,5.3392,7.1290,Si
7.1300,5.3396,7.1300,Si
7.1310,5.3399,7.1310,Si
7.1320,5.3403,7.1320,Si
7.1330,5.3407,7.1330,Si
7.1340,5.3411,7.1340,Si
7.1350,5.3415,7.1350,Si
7.1360,5.3418,7.1360,Si
7.1370,5.3422,7.1370,Si
7.1380,5.3426,7.1380,Si
7.1390,5.3430,7.1390,Si
7.1400,5.3434,7.1400,Si
7.1410,5.3437,7.1410,Si
7.1420,5.3441,7.1420,Si
7.1430,5.3445,7.1430,Si
7.1440,5.3449,7.1440,Si
7.1450,5.3453,7.1450,Si
7.1460,5.3456,7.1460,Si
7.1470,5.3460,7.1470,Si
7.1480,5.3464,7.1480,Si
7.1490,5.3468,7.1490,Si
7.1500,5.3472,7.1500,Si
7.1510,5.3475,7.1510,Si
7.1520,5.3479,7.1520,Si
7.1530,5.3483,7.1530,Si
7.1540,5.3487,7.1540,Si
7.1550,5.3491,7.1550,Si
7.1560,5.3494,7.1560,Si
7.1570,5.3498,7.1570,Si
7.1580,5.3502,7.1580,Si
7.1590,5.3506,7.1590,Si
7.1600,5.3510,7.1600,Si
7.1610,5.3513,7.1610,Si
7.1620,5.3517,7.1620,Si
7.1630,5.3521,7.1630,Si
7.1640,5.3525,7.1640,Si
7.1650,5.3529,7.1650,Si
7.1660,5.3532,7.1660,Si
7.1670,5.3536,7.1670,Si
7.1680,5.3540,7.1680,Si
7.1690,5.3544,7.1690,Si
7.1700,5.3548,7.1700,Si
7.1710,5.3551,7.1710,Si
7.1720,5.3555,7.1720,Si
7.1730,5.3559,7.1730,Si
7.1740,5.3563,7.1740,Si
7.1750,5.3567,7.1750,Si
7.1760,5.3570,7.1760,Si
7.1770,5.3574,7.1770,Si
7.1780,5.3578,7.1780,Si
7.1790,5.3582,7.1790,Si
7.1800,5.3585,7.1800,Si
7.1810,5.3589,7.1810,Si
7.1820,5.3593,7.1820,Si
7.1830,5.3597,7.1830,Si
7.1840,5.3601,7.1840,Si
7.1850,5.3604,7.1850,Si
7.1860,5.3608,7.1860,Si
7.1870,5.3612,7.1870,Si
7.1880,5.3616,7.1880,Si
7.1890,5.3620,7.1890,Si
7.1900,5.3623,7.1900,Si
7.1910,5.3627,7.1910,Si
7.1920,5.3631,7.1920,Si
7.1930,5.3635,7.1930,Si
7.1940,5.3638,7.1940,Si
7.1950,5.3642,7.1950,Si
7.1960,5.3646,7.1960,Si
7.1970,5.3650,7.1970,Si
7.1980,5.3654,7.1980,Si
7.1990,5.3657,7.1990,Si
7.2000,5.3661,7.2000,Si
7.2010,5.3665,7.2010,Si
7.2020,5.3669,7.2020,Si
7.2030,5.3672,7.2030,Si
7.2040,5.3676,7.2040,Si
7.2050,5.3680,7.2050,Si
7.2060,5.3684,7.2060,Si
7.2070,5.3688,7.2070,Si
7.2080,5.3691,7.2080,Si
7.2090,5.3695,7.2090,Si
7.2100,5.3699,7.2100,Si
7.2110,5.3703,7.2110,Si
7.2120,5.3706,7.2120,Si
7.2130,5.3710,7.2130,Si
7.2140,5.3714,7.2140,Si
7.2150,5.3718,7.2150,Si
7.2160,5.3721,7.2160,Si
7.2170,5.3725,7.2170,Si
7.2180,5.3729,7.2180,Si
7.2190,5.3733,7.2190,Si
7.2200,5.3736,7.2200,Si
7.2210,5.3740,7.2210,Si
7.2220,5.3744,7.2220,Si
7.2230,5.3748,7.2230,Si
7.2240,5.3752,7.2240,Si
7.2250,5.3755,7.2250,Si
7.2260,5.3759,7.2260,Si
7.2270,5.3763,7.2270,Si
7.2280,5.3767,7.2280,Si
7.2290,5.3770,7.2290,Si
7.2300,5.3774,7.2300,Si
7.2310,5.3778,7.2310,Si
7.2320,5.3782,7.2320,Si
7.2330,5.3785,7.2330,Si
7.2340,5.3789,7.2340,Si
7.2350,5.3793,7.2350,Si
7.2360,5.3797,7.2360,Si
7.2370,5.3800,7.2370,Si
7.2380,5.3804,7.2380,Si
7.2390,5.3808,7.2390,Si
7.2400,5.3812,7.2400,Si
7.2410,5.3815,7.2410,Si
7.2420,5.3819,7.2420,Si
7.2430,5.3823,7.2430,Si
7.2440,5.3827,7.2440,Si
7.2450,5.3830,7.2450,Si
7.2460,5.3834,7.2460,Si
7.2470,5.3838,7.2470,Si
7.2480,5.3842,7.2480,Si
7.2490,5.3845,7.2490,Si
7.2500,5.3849,7.2500,Si
7.2510,5.3853,7.2510,Si
7.2520,5.3857,7.2520,Si
7.2530,5.3860,7.2530,Si
7.2540,5.3864,7.2540,Si
7.2550,5.3868,7.2550,Si
7.2560,5.3872,7.2560,Si
7.2570,5.3875,7.2570,Si
7.2580,5.3879,7.2580,Si
7.2590,5.3883,7.2590,Si
7.2600,5.3887,7.2600,Si
7.2610,5.3890,7.2610,Si
7.2620,5.3894,7.2620,Si
7.2630,5.3898,7.2630,Si
7.2640,5.3902,7.2640,Si
7.2650,5.3905,7.2650,Si
7.2660,5.3909,7.2660,Si
7.2670,5.3913,7.2670,Si
7.2680,5.3917,7.2680,Si
7.2690,5.3920,7.2690,Si
7.2700,5.3924,7.2700,Si
7.2710,5.3928,7.2710,Si
7.2720,5.3932,7.2720,Si
7.2730,5.3935,7.2730,Si
7.2740,5.3939,7.2740,Si
7.2750,5.3943,7.2750,Si
7.2760,5.3947,7.2760,Si
7.2770,5.3950,7.2770,Si
7.2780,5.3954,7.2780,Si
7.2790,5.3958,7.2790,Si
7.2800,5.3961,7.2800,Si
7.2810,5.3965,7.2810,Si
7.2820,5.3969,7.2820,Si
7.2830,5.3973,7.2830,Si
7.2840,5.3976,7.2840,Si
7.2850,5.3980,7.2850,Si
7.2860,5.3984,7.2860,Si
7.2870,5.3988,7.2870,Si
7.2880,5.3991,7.2880,Si
7.2890,5.3995,7.2890,Si
7.2900,5.3999,7.2900,Si
7.2910,5.4002,7.2910,Si
7.2920,5.4006,7.2920,Si
7.2930,5.4010,7.2930,Si
7.2940,5.4014,7.2940,Si
7.2950,5.4017,7.2950,Si
7.2960,5.4021,7.2960,Si
7.2970,5.4025,7.2970,Si
7.2980,5.4029,7.2980,Si
7.2990,5.4032,7.2990,Si
7.3000,5.4036,7.3000,Si
7.3010,5.4040,7.3010,Si
7.3020,5.4043,7.3020,Si
7.3030,5.4047,7.3030,Si
7.3040,5.4051,7.3040,Si
7.3050,5.4055,7.3050,Si
7.3060,5.4058,7.3060,Si
7.3070,5.4062,7.3070,Si
7.3080,5.4066,7.3080,Si
7.3090,5.4070,7.3090,Si
7.3100,5.4073,7.3100,Si
7.3110,5.4077,7.3110,Si
7.3120,5.4081,7.3120,Si
7.3130,5.4084,7.3130,Si
7.3140,5.4088,7.3140,Si
7.3150,5.4092,7.3150,Si
7.3160,5.4096,7.3160,Si
7.3170,5.4099,7.3170,Si
7.3180,5.4103,7.3180,Si
7.3190,5.4107,7.3190,Si
7.3200,5.4110,7.3200,Si
7.3210,5.4114,7.3210,Si
7.3220,5.4118,7.3220,Si
7.3230,5.4122,7.3230,Si
7.3240,5.4125,7.3240,Si
7.3250,5.4129,7.3250,Si
7.3260,5.4133,7.3260,Si
7.3270,5.4136,7.3270,Si
7.3280,5.4140,7.3280,Si
7.3290,5.4144,7.3290,Si
7.3300,5.4148,7.3300,Si
7.3310,5.4151,7.3310,Si
7.3320,5.4155,7.3320,Si
7.3330,5.4159,7.3330,Si
7.3340,5.4162,7.3340,Si
7.3350,5.4166,7.3350,Si
7.3360,5.4170,7.3360,Si
7.3370,5.4173,7.3370,Si
7.3380,5.4177,7.3380,Si
7.3390,5.4181,7.3390,Si
7.3400,5.4185,7.3400,Si
7.3410,5.4188,7.3410,Si
7.3420,5.4192,7.3420,Si
7.3430,5.4196,7.3430,Si
7.3440,5.4199,7.3440,Si
7.3450,5.4203,7.3450,Si
7.3460,5.4207,7.3460,Si
7.3470,5.4210,7.3470,Si
7.3480,5.4214,7.3480,Si
7.3490,5.4218,7.3490,Si
7.3500,5.4222,7.3500,Si
7.3510,5.4225,7.3510,Si
7.3520,5.4229,7.3520,Si
7.3530,5.4233,7.3530,Si
7.3540,5.4236,7.3540,Si
7.3550,5.4240,7.3550,Si
7.3560,5.4244,7.3560,Si
7.3570,5.4247,7.3570,Si
7.3580,5.4251,7.3580,Si
7.3590,5.4255,7.3590,Si
7.3600,5.4259,7.3600,Si
7.3610,5.4262,7.3610,Si
7.3620,5.4266,7.3620,Si
7.3630,5.4270,7.3630,Si
7.3640,5.4273,7.3640,Si
7.3650,5.4277,7.3650,Si
7.3660,5.4281,7.3660,Si
7.3670,5.4284,7.3670,Si
7.3680,5.4288,7.3680,Si
7.3690,5.4292,7.3690,Si
7.3700,5.4295,7.3700,Si
7.3710,5.4299,7.3710,Si
7.3720,5.4303,7.3720,Si
7.3730,5.4307,7.3730,Si
7.3740,5.4310,7.3740,Si
7.3750,5.4314,7.3750,Si
7.3760,5.4318,7.3760,Si
7.3770,5.4321,7.3770,Si
7.3780,5.4325,7.3780,Si
7.3790,5.4329,7.3790,Si
7.3800,5.4332,7.3800,Si
7.3810,5.4336,7.3810,Si
7.3820,5.4340,7.3820,Si
7.3830,5.4343,7.3830,Si
7.3840,5.4347,7.3840,Si
7.3850,5.4351,7.3850,Si
7.3860,5.4354,7.3860,Si
7.3870,5.4358,7.3870,Si
7.3880,5.4362,7.3880,Si
7.3890,5.4365,7.3890,Si
7.3900,5.4369,7.3900,Si
7.3910,5.4373,7.3910,Si
7.3920,5.4376,7.3920,Si
7.3930,5.4380,7.3930,Si
7.3940,5.4384,7.3940,Si
7.3950,5.4387,7.3950,Si
7.3960,5.4391,7.3960,Si
7.3970,5.4395,7.3970,Si
7.3980,5.4399,7.3980,Si
7.3990,5.4402,7.3990,Si
7.4000,5.4406,7.4000,Si
7.4010,5.4410,7.4010,Si
7.4020,5.4413,7.4020,Si
7.4030,5.4417,7.4030,Si
7.4040,5.4421,7.4040,Si
7.4050,5.4424,7.4050,Si
7.4060,5.4428,7.4060,Si
7.4070,5.4432,7.4070,Si
7.4080,5.4435,7.4080,Si
7.4090,5.4439,7.4090,Si
7.4100,5.4443,7.4100,Si
7.4110,5.4446,7.4110,Si
7.4120,5.4450,7.4120,Si
7.4130,5.4454,7.4130,Si
7.4140,5.4457,7.4140,Si
7.4150,5.4461,7.4150,Si
7.4160,5.4465,7.4160,Si
7.4170,5.4468,7.4170,Si
7.4180,5.4472,7.4180,Si
7.4190,5.4476,7.4190,Si
7.4200,5.4479,7.4200,Si
7.4210,5.4483,7.4210,Si
7.4220,5.4487,7.4220,Si
7.4230,5.4490,7.4230,Si
7.4240,5.4494,7.4240,Si
7.4250,5.4498,7.4250,Si
7.4260,5.4501,7.4260,Si
7.4270,5.4505,7.4270,Si
7.4280,5.4509,7.4280,Si
7.4290,5.4512,7.4290,Si
7.4300,5.4516,7.4300,Si
7.4310,5.4520,7.4310,Si
7.4320,5.4523,7.4320,Si
7.4330,5.4527,7.4330,Si
7.4340,5.4530,7.4340,Si
7.4350,5.4534,7.4350,Si
7.4360,5.4538,7.4360,Si
7.4370,5.4541,7.4370,Si
7.4380,5.4545,7.4380,Si
7.4390,5.4549,7.4390,Si
7.4400,5.4552,7.4400,Si
7.4410,5.4556,7.4410,Si
7.4420,5.4560,7.4420,Si
7.4430,5.4563,7.4430,Si
7.4440,5.4567,7.4440,Si
7.4450,5.4571,7.4450,Si
7.4460,5.4574,7.4460,Si
7.4470,5.4578,7.4470,Si
7.4480,5.4582,7.4480,Si
7.4490,5.4585,7.4490,Si
7.4500,5.4589,7.4500,Si
7.4510,5.4593,7.4510,Si
7.4520,5.4596,7.4520,Si
7.4530,5.4600,7.4530,Si
7.4540,5.4604,7.4540,Si
7.4550,5.4607,7.4550,Si
7.4560,5.4611,7.4560,Si
7.4570,5.4614,7.4570,Si
7.4580,5.4618,7.4580,Si
7.4590,5.4622,7.4590,Si
7.4600,5.4625,7.4600,Si
7.4610,5.4629,7.4610,Si
7.4620,5.4633,7.4620,Si
7.4630,5.4636,7.4630,Si
7.4640,5.4640,7.4640,Si
7.4650,5.4644,7.4650,Si
7.4660,5.4647,7.4660,Si
7.4670,5.4651,7.4670,Si
7.4680,5.4655,7.4680,Si
7.4690,5.4658,7.4690,Si
7.4700,5.4662,7.4700,Si
7.4710,5.4665,7.4710,Si
7.4720,5.4669,7.4720,Si
7.4730,5.4673,7.4730,Si
7.4740,5.4676,7.4740,Si
7.4750,5.4680,7.4750,Si
7.4760,5.4684,7.4760,Si
7.4770,5.4687,7.4770,Si
7.4780,5.4691,7.4780,Si
7.4790,5.4695,7.4790,Si
7.4800,5.4698,7.4800,Si
7.4810,5.4702,7.4810,Si
7.4820,5.4705,7.4820,Si
7.4830,5.4709,7.4830,Si
7.4840,5.4713,7.4840,Si
7.4850,5.4716,7.4850,Si
7.4860,5.4720,7.4860,Si
7.4870,5.4724,7.4870,Si
7.4880,5.4727,7.4880,Si
7.4890,5.4731,7.4890,Si
7.4900,5.4734,7.4900,Si
7.4910,5.4738,7.4910,Si
7.4920,5.4742,7.4920,Si
7.4930,5.4745,7.4930,Si
7.4940,5.4749,7.4940,Si
7.4950,5.4753,7.4950,Si
7.4960,5.4756,7.4960,Si
7.4970,5.4760,7.4970,Si
7.4980,5.4763,7.4980,Si
7.4990,5.4767,7.4990,Si
7.5000,5.4771,7.5000,Si
7.5010,5.4774,7.5010,Si
7.5020,5.4778,7.5020,Si
7.5030,5.4782,7.5030,Si
7.5040,5.4785,7.5040,Si
7.5050,5.4789,7.5050,Si
7.5060,5.4792,7.5060,Si
7.5070,5.4796,7.5070,Si
7.5080,5.4800,7.5080,Si
7.5090,5.4803,7.5090,Si
7.5100,5.4807,7.5100,Si
7.5110,5.4811,7.5110,Si
7.5120,5.4814,7.5120,Si
7.5130,5.4818,7.5130,Si
7.5140,5.4821,7.5140,Si
7.5150,5.4825,7.5150,Si
7.5160,5.4829,7.5160,Si
7.5170,5.4832,7.5170,Si
7.5180,5.4836,7.5180,Si
7.5190,5.4840,7.5190,Si
7.5200,5.4843,7.5200,Si
7.5210,5.4847,7.5210,Si
7.5220,5.4850,7.5220,Si
7.5230,5.4854,7.5230,Si
7.5240,5.4858,7.5240,Si
7.5250,5.4861,7.5250,Si
7.5260,5.4865,7.5260,Si
7.5270,5.4868,7.5270,Si
7.5280,5.4872,7.5280,Si
7.5290,5.4876,7.5290,Si
7.5300,5.4879,7.5300,Si
7.5310,5.4883,7.5310,Si
7.5320,5.4886,7.5320,Si
7.5330,5.4890,7.5330,Si
7.5340,5.4894,7.5340,Si
7.5350,5.4897,7.5350,Si
7.5360,5.4901,7.5360,Si
7.5370,5.4905,7.5370,Si
7.5380,5.4908,7.5380,Si
7.5390,5.4912,7.5390,Si
7.5400,5.4915,7.5400,Si
7.5410,5.4919,7.5410,Si
7.5420,5.4923,7.5420,Si
7.5430,5.4926,7.5430,Si
7.5440,5.4930,7.5440,Si
7.5450,5.4933,7.5450,Si
7.5460,5.4937,7.5460,Si
7.5470,5.4941,7.5470,Si
7.5480,5.4944,7.5480,Si
7.5490,5.4948,7.5490,Si
7.5500,5.4951,7.5500,Si
7.5510,5.4955,7.5510,Si
7.5520,5.4959,7.5520,Si
7.5530,5.4962,7.5530,Si
7.5540,5.4966,7.5540,Si
7.5550,5.4969,7.5550,Si
7.5560,5.4973,7.5560,Si
7.5570,5.4977,7.5570,Si
7.5580,5.4980,7.5580,Si
7.5590,5.4984,7.5590,Si
7.5600,5.4987,7.5600,Si
7.5610,5.4991,7.5610,Si
7.5620,5.4995,7.5620,Si
7.5630,5.4998,7.5630,Si
7.5640,5.5002,7.5640,Si
7.5650,5.5005,7.5650,Si
7.5660,5.5009,7.5660,Si
7.5670,5.5012,7.5670,Si
7.5680,5.5016,7.5680,Si
7.5690,5.5020,7.5690,Si
7.5700,5.5023,7.5700,Si
7.5710,5.5027,7.5710,Si
7.5720,5.5030,7.5720,Si
7.5730,5.5034,7.5730,Si
7.5740,5.5038,7.5740,Si
7.5750,5.5041,7.5750,Si
7.5760,5.5045,7.5760,Si
7.5770,5.5048,7.5770,Si
7.5780,5.5052,7.5780,Si
7.5790,5.5056,7.5790,Si
7.5800,5.5059,7.5800,Si
7.5810,5.5063,7.5810,Si
7.5820,5.5066,7.5820,Si
7.5830,5.5070,7.5830,Si
7.5840,5.5073,7.5840,Si
7.5850,5.5077,7.5850,Si
7.5860,5.5081,7.5860,Si
7.5870,5.5084,7.5870,Si
7.5880,5.5088,7.5880,Si
7.5890,5.5091,7.5890,Si
7.5900,5.5095,7.5900,Si
7.5910,5.5099,7.5910,Si
7.5920,5.5102,7.5920,Si
7.5930,5.5106,7.5930,Si
7.5940,5.5109,7.5940,Si
7.5950,5.5113,7.5950,Si
7.5960,5.5116,7.5960,Si
7.5970,5.5120,7.5970,Si
7.5980,5.5124,7.5980,Si
7.5990,5.5127,7.5990,Si
7.6000,5.5131,7.6000,Si
7.6010,5.5134,7.6010,Si
7.6020,5.5138,7.6020,Si
7.6030,5.5142,7.6030,Si
7.6040,5.5145,7.6040,Si
7.6050,5.5149,7.6050,Si
7.6060,5.5152,7.6060,Si
7.6070,5.5156,7.6070,Si
7.6080,5.5159,7.6080,Si
7.6090,5.5163,7.6090,Si
7.6100,5.5167,7.6100,Si
7.6110,5.5170,7.6110,Si
7.6120,5.5174,7.6120,Si
7.6130,5.5177,7.6130,Si
7.6140,5.5181,7.6140,Si
7.6150,5.5184,7.6150,Si
7.6160,5.5188,7.6160,Si
7.6170,5.5192,7.6170,Si
7.6180,5.5195,7.6180,Si
7.6190,5.5199,7.6190,Si
7.6200,5.5202,7.6200,Si
7.6210,5.5206,7.6210,Si
7.6220,5.5209,7.6220,Si
7.6230,5.5213,7.6230,Si
7.6240,5.5216,7.6240,Si
7.6250,5.5220,7.6250,Si
7.6260,5.5224,7.6260,Si
7.6270,5.5227,7.6270,Si
7.6280,5.5231,7.6280,Si
7.6290,5.5234,7.6290,Si
7.6300,5.5238,7.6300,Si
7.6310,5.5241,7.6310,Si
7.6320,5.5245,7.6320,Si
7.6330,5.5249,7.6330,Si
7.6340,5.5252,7.6340,Si
7.6350,5.5256,7.6350,Si
7.6360,5.5259,7.6360,Si
7.6370,5.5263,7.6370,Si
7.6380,5.5266,7.6380,Si
7.6390,5.5270,7.6390,Si
7.6400,5.5273,7.6400,Si
7.6410,5.5277,7.6410,Si
7.6420,5.5281,7.6420,Si
